id,price,weekly_price,monthly_price,guests_included,extra_people,security_deposit,cleaning_fee,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365
2048,$89.00 ,,,2,$25.00 ,,$45.00 ,1,1125,t,0,0,0,275
2049,$150.00 ,$700.00 ,"$2,000.00 ",4,$50.00 ,,$50.00 ,2,28,t,30,60,90,365
2050,$90.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,18
2051,$45.00 ,$250.00 ,$900.00 ,1,$20.00 ,,,1,1125,t,18,48,74,348
2052,$60.00 ,,,1,$0.00 ,,,1,10,t,24,54,84,359
2053,$50.00 ,,,1,$0.00 ,$100.00 ,$15.00 ,1,1125,t,30,60,90,365
2054,$215.00 ,"$1,250.00 ","$3,800.00 ",6,$20.00 ,$200.00 ,,3,730,t,20,41,64,327
2055,$138.00 ,$800.00 ,"$3,250.00 ",1,$0.00 ,,,1,1125,t,30,60,90,364
2056,$375.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2057,$270.00 ,,,4,$10.00 ,$300.00 ,$55.00 ,2,1125,t,23,50,80,289
2058,$495.00 ,,,1,$0.00 ,$300.00 ,$150.00 ,3,1125,t,18,39,63,298
2059,$165.00 ,,"$3,950.00 ",1,$0.00 ,,$75.00 ,2,1125,t,30,60,90,361
2060,$129.00 ,"$1,295.00 ","$5,000.00 ",4,$25.00 ,$500.00 ,$100.00 ,2,365,t,25,51,81,356
2061,$75.00 ,$510.00 ,"$2,010.00 ",1,$0.00 ,,$10.00 ,2,180,t,0,0,0,29
2062,$80.00 ,,,2,$0.00 ,$200.00 ,,2,1125,t,30,60,90,179
2063,$177.00 ,"$1,200.00 ",,7,$25.00 ,$250.00 ,$100.00 ,2,1125,t,30,60,90,352
2064,$85.00 ,,,2,$10.00 ,,,1,1125,t,21,46,66,338
2065,$87.00 ,$500.00 ,"$1,850.00 ",2,$30.00 ,$100.00 ,$35.00 ,3,1125,t,17,47,76,76
2066,$78.00 ,,,2,$0.00 ,,,1,5,t,1,22,51,51
2067,$60.00 ,$425.00 ,"$1,700.00 ",2,$0.00 ,,,2,1125,t,9,16,31,306
2068,$80.00 ,$450.00 ,"$1,575.00 ",1,$10.00 ,,$25.00 ,1,90,t,0,19,49,324
2069,$180.00 ,,,1,$15.00 ,$300.00 ,$80.00 ,1,1125,t,30,60,90,365
2070,$39.00 ,$292.00 ,"$1,029.00 ",1,$35.00 ,$300.00 ,$35.00 ,2,1125,t,14,18,48,323
2071,$60.00 ,$450.00 ,"$1,950.00 ",1,$0.00 ,,$5.00 ,1,25,t,3,30,60,335
2072,$42.00 ,,,1,$0.00 ,$150.00 ,,1,3,t,30,60,89,89
2073,$126.00 ,,,1,$20.00 ,$300.00 ,$50.00 ,2,1125,t,30,60,90,365
2074,$60.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2075,$99.00 ,,,1,$0.00 ,,,7,1125,t,30,60,90,179
2076,$89.00 ,,,1,$13.00 ,$100.00 ,$40.00 ,1,30,t,30,60,90,365
2077,$79.00 ,,,1,$15.00 ,$100.00 ,$40.00 ,1,30,t,30,60,90,365
2078,$169.00 ,,,1,$16.00 ,$100.00 ,$65.00 ,1,60,t,30,60,90,365
2079,$79.00 ,,,1,$15.00 ,$95.00 ,$50.00 ,1,31,t,30,60,90,365
2080,$69.00 ,,,1,$15.00 ,$100.00 ,$35.00 ,1,30,t,30,60,90,365
2081,$60.00 ,,,1,$0.00 ,,,1,1125,t,30,60,62,178
2082,$65.00 ,,,1,$45.00 ,,,1,1125,t,30,60,90,365
2083,$260.00 ,"$1,100.00 ","$3,900.00 ",2,$25.00 ,$500.00 ,$100.00 ,1,1125,t,30,60,90,365
2084,$100.00 ,$660.00 ,"$2,300.00 ",2,$10.00 ,,$35.00 ,2,1125,t,0,0,0,121
2085,$90.00 ,$550.00 ,"$2,500.00 ",2,$20.00 ,$250.00 ,$50.00 ,1,1125,t,16,42,70,330
2086,$59.00 ,,,1,$20.00 ,$200.00 ,$70.00 ,2,1125,t,30,60,90,365
2087,$70.00 ,,,0,$0.00 ,,$30.00 ,2,5,t,0,0,27,27
2088,$65.00 ,$350.00 ,"$1,200.00 ",2,$15.00 ,,$15.00 ,2,1125,t,8,31,31,220
2089,$85.00 ,$600.00 ,"$1,800.00 ",2,$15.00 ,$250.00 ,$35.00 ,3,120,t,19,48,64,91
2090,$74.00 ,$500.00 ,"$1,900.00 ",2,$15.00 ,,$45.00 ,2,1125,t,7,7,9,284
2091,$99.00 ,,"$1,800.00 ",1,$0.00 ,,$60.00 ,2,1125,t,30,60,90,365
2092,$399.00 ,,"$10,500.00 ",5,$20.00 ,$300.00 ,$155.00 ,1,30,t,30,60,88,363
2093,$300.00 ,"$2,000.00 ",,1,$0.00 ,,,7,1125,t,0,0,0,45
2094,$65.00 ,,,1,$45.00 ,,,1,1125,t,0,0,0,161
2095,$79.00 ,,,1,$0.00 ,$150.00 ,,3,1125,t,0,0,0,22
2096,$75.00 ,$500.00 ,"$1,900.00 ",1,$0.00 ,,$25.00 ,1,1125,t,0,26,56,331
2097,$75.00 ,,,1,$0.00 ,$100.00 ,,2,21,t,21,51,81,356
2098,$219.00 ,"$2,100.00 ","$7,000.00 ",3,$20.00 ,$150.00 ,$99.00 ,1,30,t,30,60,90,365
2099,$165.00 ,,,2,$17.00 ,$150.00 ,$75.00 ,1,60,t,30,60,90,365
2100,$87.00 ,$510.00 ,"$1,099.00 ",1,$5.00 ,,$15.00 ,1,90,t,22,52,82,189
2101,$169.00 ,,,2,$15.00 ,$125.00 ,$75.00 ,1,30,t,30,60,90,365
2102,$75.00 ,,,1,$15.00 ,,,2,7,t,30,60,90,365
2103,$30.00 ,,,0,$0.00 ,,$8.00 ,1,1125,t,18,48,78,353
2104,$55.00 ,,,1,$0.00 ,,,1,1125,t,18,30,60,335
2105,$45.00 ,$230.00 ,,2,$10.00 ,,$10.00 ,1,3,t,9,9,9,9
2106,$50.00 ,,,0,$0.00 ,,$25.00 ,2,7,t,20,50,79,79
2107,$149.00 ,"$1,250.00 ","$4,500.00 ",6,$50.00 ,$750.00 ,$125.00 ,2,60,t,17,47,77,352
2108,$99.00 ,$745.00 ,"$2,985.00 ",2,$0.00 ,$100.00 ,$20.00 ,31,365,t,30,60,88,353
2109,$69.00 ,,,1,$25.00 ,$150.00 ,$65.00 ,2,1125,t,26,56,86,361
2110,$69.00 ,,,1,$20.00 ,$200.00 ,$70.00 ,2,30,t,26,56,86,357
2111,$80.00 ,$500.00 ,,1,$0.00 ,,,1,14,t,0,0,0,155
2112,$55.00 ,,,1,$8.00 ,,$10.00 ,1,5,t,21,51,81,355
2113,$75.00 ,$500.00 ,"$1,500.00 ",1,$0.00 ,,$50.00 ,3,1125,t,26,56,86,275
2114,$50.00 ,,,1,$15.00 ,$200.00 ,$30.00 ,1,1125,t,0,0,21,296
2115,$69.00 ,,,1,$20.00 ,$200.00 ,$70.00 ,2,30,t,30,60,90,347
2116,$112.00 ,,,2,$15.00 ,,$20.00 ,1,1125,t,28,57,75,259
2117,$150.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2118,$65.00 ,$375.00 ,"$1,350.00 ",1,$0.00 ,,,1,90,t,0,0,0,246
2119,$104.00 ,$905.00 ,"$3,200.00 ",1,$0.00 ,$100.00 ,$50.00 ,1,1125,t,30,60,90,365
2120,$60.00 ,,,1,$10.00 ,,$10.00 ,1,5,t,21,51,80,80
2121,$60.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2122,$105.00 ,$550.00 ,,1,$0.00 ,$300.00 ,$120.00 ,7,360,t,1,1,1,233
2123,$144.00 ,$850.00 ,"$2,961.00 ",2,$15.00 ,,$85.00 ,2,1125,t,0,4,6,78
2124,$69.00 ,$525.00 ,"$2,199.00 ",1,$15.00 ,$100.00 ,$40.00 ,1,30,t,30,60,90,365
2125,$108.00 ,,,2,$15.00 ,$250.00 ,$85.00 ,3,30,t,26,56,86,175
2126,$159.00 ,,,2,$25.00 ,,$80.00 ,2,730,t,0,0,0,275
2127,$85.00 ,$607.00 ,"$2,300.00 ",2,$20.00 ,$200.00 ,$50.00 ,2,1125,t,26,47,77,96
2128,$135.00 ,$875.00 ,"$3,100.00 ",2,$15.00 ,$250.00 ,$50.00 ,2,1125,t,9,9,9,264
2129,$89.00 ,,,1,$0.00 ,,$30.00 ,2,1125,t,0,0,0,6
2130,$120.00 ,,,1,$0.00 ,,$20.00 ,1,4,t,0,10,10,257
2131,$70.00 ,$440.00 ,"$1,500.00 ",3,$50.00 ,$300.00 ,$50.00 ,2,1125,t,27,57,86,86
2132,$150.00 ,,,2,$50.00 ,,$25.00 ,2,1125,t,30,60,90,365
2133,$120.00 ,,,2,$20.00 ,$100.00 ,$40.00 ,2,7,t,0,0,0,0
2134,$65.00 ,,,1,$45.00 ,,,1,1125,t,0,0,0,185
2135,$60.00 ,$325.00 ,"$1,200.00 ",1,$0.00 ,,,1,15,t,0,0,0,181
2136,$36.00 ,,,1,$0.00 ,$150.00 ,,1,5,t,23,53,82,82
2137,$95.00 ,$615.00 ,,1,$0.00 ,$200.00 ,$65.00 ,1,30,t,14,44,74,163
2138,$88.00 ,$625.00 ,"$2,350.00 ",1,$0.00 ,,,3,1125,t,0,0,2,277
2139,$75.00 ,$665.00 ,,2,$20.00 ,$100.00 ,$15.00 ,1,10,t,8,23,41,41
2140,$130.00 ,$750.00 ,"$2,700.00 ",1,$0.00 ,,,1,1125,t,0,0,0,72
2141,$63.00 ,,,2,$20.00 ,,,2,1125,t,0,0,28,303
2142,$60.00 ,$350.00 ,"$1,228.00 ",1,$20.00 ,$300.00 ,$30.00 ,1,200,t,25,25,41,195
2143,$37.00 ,,,1,$0.00 ,$150.00 ,,1,5,t,21,51,78,352
2144,$85.00 ,$500.00 ,"$1,650.00 ",1,$20.00 ,$300.00 ,$30.00 ,1,200,t,0,0,21,175
2145,$85.00 ,$500.00 ,"$1,500.00 ",2,$20.00 ,$95.00 ,,2,1125,t,0,0,23,209
2146,$84.00 ,$500.00 ,"$2,100.00 ",2,$10.00 ,$150.00 ,$25.00 ,1,1125,t,20,45,63,152
2147,$275.00 ,,,1,$0.00 ,,$155.00 ,2,1125,t,29,59,89,364
2148,$39.00 ,$250.00 ,$885.00 ,1,$0.00 ,$200.00 ,$50.00 ,3,1125,t,29,59,89,364
2149,$105.00 ,$700.00 ,"$2,500.00 ",2,$15.00 ,$95.00 ,$40.00 ,2,29,t,27,57,87,362
2150,$105.00 ,$695.00 ,"$2,500.00 ",2,$10.00 ,$200.00 ,$40.00 ,2,1125,t,30,60,90,365
2151,$40.00 ,,"$1,000.00 ",1,$0.00 ,,,1,2,t,30,60,90,365
2152,$34.00 ,$214.00 ,$756.00 ,1,$10.00 ,$500.00 ,$10.00 ,1,1125,t,0,5,34,34
2153,$35.00 ,$262.00 ,$924.00 ,1,$10.00 ,$500.00 ,$15.00 ,1,29,t,12,42,71,71
2154,$65.00 ,$350.00 ,"$1,300.00 ",1,$0.00 ,,$25.00 ,1,30,t,17,47,77,166
2155,$75.00 ,,,2,$10.00 ,$250.00 ,$20.00 ,1,1125,t,30,60,89,89
2156,$199.00 ,,,8,$15.00 ,$199.00 ,$189.00 ,2,1125,t,25,48,78,351
2157,$45.00 ,$270.00 ,$975.00 ,2,$0.00 ,$200.00 ,$50.00 ,3,90,t,0,0,15,290
2158,$85.00 ,$500.00 ,"$1,500.00 ",2,$0.00 ,$100.00 ,,2,90,t,0,0,3,278
2159,$150.00 ,"$1,200.00 ","$3,500.00 ",1,$0.00 ,,$200.00 ,3,30,t,0,26,56,331
2160,$41.00 ,,,1,$0.00 ,,,1,1125,t,29,59,89,364
2161,$45.00 ,,,1,$0.00 ,,,1,1125,t,28,30,51,324
2162,$99.00 ,,,2,$10.00 ,$95.00 ,$25.00 ,2,1125,t,7,37,65,217
2163,$95.00 ,$550.00 ,"$2,455.00 ",1,$25.00 ,$100.00 ,$50.00 ,1,21,t,0,0,0,156
2164,$79.00 ,$475.00 ,"$1,900.00 ",2,$18.00 ,,$38.00 ,1,30,t,24,54,84,171
2165,$70.00 ,,,1,$0.00 ,,,2,7,t,30,60,90,365
2166,$50.00 ,,,1,$0.00 ,,,1,13,t,30,60,90,365
2167,$48.00 ,$375.00 ,"$1,250.00 ",1,$5.00 ,,$25.00 ,3,28,t,12,33,46,309
2168,$65.00 ,,,1,$0.00 ,,,2,10,t,0,0,0,91
2169,$55.00 ,$475.00 ,"$1,600.00 ",1,$10.00 ,,$15.00 ,1,1125,t,26,56,85,85
2170,$99.00 ,,,3,$25.00 ,$200.00 ,$109.00 ,2,33,t,20,50,80,355
2171,$150.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2172,$110.00 ,$700.00 ,"$2,700.00 ",1,$0.00 ,$350.00 ,$50.00 ,3,30,t,24,54,84,359
2173,$120.00 ,$770.00 ,"$3,000.00 ",2,$15.00 ,,,2,1125,t,21,47,73,344
2174,$49.00 ,,,1,$7.00 ,,,1,1125,t,26,56,86,359
2175,$244.00 ,,,1,$0.00 ,,,3,4,t,0,0,0,131
2176,$125.00 ,,,1,$0.00 ,$250.00 ,$50.00 ,2,31,t,14,44,73,73
2177,$175.00 ,"$1,000.00 ","$3,500.00 ",6,$50.00 ,$500.00 ,$100.00 ,3,1125,t,27,57,74,76
2178,$38.00 ,,,1,$0.00 ,,$9.00 ,2,1125,t,0,0,0,56
2179,$70.00 ,$350.00 ,"$1,200.00 ",3,$20.00 ,$300.00 ,$30.00 ,1,1125,t,0,26,56,145
2180,$150.00 ,$825.00 ,"$2,950.00 ",4,$20.00 ,$250.00 ,$50.00 ,2,180,t,30,60,90,364
2181,$65.00 ,$450.00 ,"$1,800.00 ",1,$0.00 ,,$45.00 ,7,60,t,1,1,1,3
2182,$99.00 ,$512.00 ,"$1,806.00 ",4,$25.00 ,,$17.00 ,1,1125,t,7,37,67,342
2183,$295.00 ,"$2,500.00 ","$9,000.00 ",6,$50.00 ,,$250.00 ,2,1125,t,13,43,73,345
2184,$95.00 ,$650.00 ,"$2,300.00 ",1,$0.00 ,$250.00 ,$50.00 ,2,1125,t,4,34,62,186
2185,$120.00 ,$550.00 ,"$1,600.00 ",2,$10.00 ,$200.00 ,$75.00 ,2,730,t,0,4,34,309
2186,$45.00 ,$300.00 ,,1,$25.00 ,,,1,1,t,30,60,90,365
2187,$68.00 ,$450.00 ,,2,$0.00 ,,$30.00 ,2,30,t,30,60,90,365
2188,$55.00 ,,,1,$0.00 ,,,1,1125,t,0,26,56,331
2189,$40.00 ,,,1,$30.00 ,,$5.00 ,1,1125,t,30,60,90,365
2190,$36.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,46
2191,$48.00 ,$350.00 ,,1,$15.00 ,$100.00 ,,2,1125,t,30,60,90,365
2192,$90.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2193,$50.00 ,$300.00 ,,1,$15.00 ,$100.00 ,,2,30,t,0,0,0,125
2194,$60.00 ,$350.00 ,"$1,365.00 ",1,$0.00 ,$300.00 ,$15.00 ,1,1125,t,0,26,56,145
2195,$100.00 ,$450.00 ,"$1,480.00 ",2,$15.00 ,$200.00 ,$50.00 ,2,1125,t,0,0,0,187
2196,$200.00 ,"$1,200.00 ","$4,000.00 ",3,$20.00 ,$300.00 ,$40.00 ,1,1125,t,16,46,76,165
2197,$42.00 ,,,1,$0.00 ,,$9.00 ,2,1125,t,0,0,0,58
2198,$35.00 ,$220.00 ,$777.00 ,1,$10.00 ,$500.00 ,$10.00 ,1,1125,t,22,52,81,111
2199,$67.00 ,$400.00 ,,2,$15.00 ,,$25.00 ,1,1125,t,30,60,90,365
2200,$55.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2201,$65.00 ,$450.00 ,,2,$10.00 ,,$20.00 ,4,1125,t,0,0,0,102
2202,$169.00 ,"$1,299.00 ","$3,995.00 ",4,$25.00 ,$300.00 ,$95.00 ,1,1125,t,15,37,52,306
2203,$75.00 ,,,2,$25.00 ,$100.00 ,$20.00 ,1,1125,t,30,60,90,365
2204,$88.00 ,$565.00 ,"$1,848.00 ",1,$50.00 ,$100.00 ,$10.00 ,1,365,t,29,59,89,364
2205,$60.00 ,$325.00 ,,2,$10.00 ,,,1,14,t,30,60,90,365
2206,$35.00 ,$232.00 ,$819.00 ,1,$15.00 ,$500.00 ,$10.00 ,1,1125,t,29,59,88,88
2207,$57.00 ,,,1,$0.00 ,,$20.00 ,2,1125,t,23,53,83,358
2208,$37.00 ,$274.00 ,$900.00 ,1,$10.00 ,$500.00 ,$10.00 ,1,1125,t,23,53,82,82
2209,$60.00 ,,,2,$10.00 ,,$20.00 ,3,1125,t,30,60,90,365
2210,$39.00 ,$214.00 ,$798.00 ,1,$10.00 ,$500.00 ,$10.00 ,1,1125,t,24,54,83,83
2211,$42.00 ,,,1,$0.00 ,,$10.00 ,2,1125,t,16,46,76,351
2212,$79.00 ,,,2,$30.00 ,$100.00 ,$20.00 ,4,1125,t,15,37,52,306
2213,$118.00 ,,,2,$45.00 ,$250.00 ,$125.00 ,3,1125,t,30,60,90,365
2214,$60.00 ,$357.00 ,"$1,260.00 ",2,$20.00 ,,$15.00 ,1,30,t,29,59,89,363
2215,$69.00 ,$425.00 ,"$1,600.00 ",1,$0.00 ,$95.00 ,$5.00 ,2,1125,t,29,59,89,178
2216,$69.00 ,,,2,$25.00 ,,$10.00 ,1,1125,t,17,41,71,339
2217,$300.00 ,,,1,$0.00 ,,$150.00 ,3,1125,t,30,60,90,365
2218,$65.00 ,$400.00 ,"$1,400.00 ",1,$5.00 ,,$10.00 ,1,1125,t,27,57,87,362
2219,$50.00 ,$325.00 ,"$1,200.00 ",1,$10.00 ,$95.00 ,,2,1125,t,0,10,40,313
2220,$65.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2221,$100.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2222,$65.00 ,$440.00 ,"$1,550.00 ",0,$0.00 ,$95.00 ,,1,1125,t,0,26,56,328
2223,$90.00 ,,,1,$0.00 ,$150.00 ,$20.00 ,2,1125,t,14,35,63,330
2224,$80.00 ,$480.00 ,,1,$0.00 ,$100.00 ,$25.00 ,2,10,t,0,0,0,3
2225,$99.00 ,,,2,$25.00 ,$125.00 ,$60.00 ,2,14,t,21,51,81,353
2226,$75.00 ,$550.00 ,"$1,750.00 ",2,$10.00 ,$100.00 ,$30.00 ,2,365,t,8,29,46,282
2227,$110.00 ,$700.00 ,"$2,200.00 ",1,$20.00 ,$100.00 ,$75.00 ,2,29,t,19,49,79,354
2228,$125.00 ,$740.00 ,"$2,400.00 ",4,$20.00 ,$100.00 ,,2,100,t,19,43,73,348
2229,$90.00 ,$575.00 ,"$1,725.00 ",2,$0.00 ,$100.00 ,$30.00 ,7,100,t,26,56,85,85
2230,$40.00 ,$250.00 ,$950.00 ,1,$10.00 ,$95.00 ,$35.00 ,7,1125,t,16,29,44,256
2231,$50.00 ,$298.00 ,"$1,050.00 ",2,$30.00 ,,$50.00 ,2,1125,t,18,33,46,317
2232,$97.00 ,,,1,$0.00 ,,$49.00 ,2,1125,t,4,9,9,59
2233,$195.00 ,,,6,$25.00 ,$250.00 ,$225.00 ,3,365,t,27,57,87,362
2234,$100.00 ,,,1,$0.00 ,,$35.00 ,1,1125,t,0,0,28,303
2235,$195.00 ,"$1,300.00 ",,1,$0.00 ,$200.00 ,$80.00 ,2,1125,t,14,34,49,293
2236,$150.00 ,,,1,$0.00 ,,,2,1125,t,30,60,89,364
2237,$95.00 ,$595.00 ,,2,$0.00 ,$100.00 ,$35.00 ,2,1125,t,21,42,72,340
2238,$72.00 ,$329.00 ,"$1,199.00 ",1,$25.00 ,,$15.00 ,1,1125,t,24,54,84,359
2239,$100.00 ,$600.00 ,,1,$0.00 ,$100.00 ,$35.00 ,2,29,t,30,60,87,350
2240,$55.00 ,,"$2,700.00 ",1,$10.00 ,,,2,5,t,30,60,90,365
2241,$65.00 ,$375.00 ,"$1,350.00 ",1,$0.00 ,,,1,1125,t,0,2,4,279
2242,$124.00 ,,,2,$10.00 ,$100.00 ,$75.00 ,1,1000,t,30,60,89,89
2243,$70.00 ,$440.00 ,,2,$10.00 ,,$10.00 ,2,1125,t,30,60,90,365
2244,$65.00 ,$330.00 ,$900.00 ,1,$5.00 ,$200.00 ,$25.00 ,2,1125,t,0,5,35,223
2245,$65.00 ,$475.00 ,"$1,350.00 ",2,$0.00 ,,$25.00 ,2,35,t,30,60,89,89
2246,$72.00 ,$327.00 ,"$1,199.00 ",1,$25.00 ,,$15.00 ,1,1125,t,24,54,84,359
2247,$115.00 ,$725.00 ,,4,$20.00 ,$200.00 ,$25.00 ,2,13,t,0,18,48,78
2248,$220.00 ,,,4,$25.00 ,$150.00 ,$90.00 ,2,7,t,0,0,0,118
2249,$45.00 ,$250.00 ,$900.00 ,1,$0.00 ,$150.00 ,$25.00 ,1,1125,t,16,45,75,265
2250,$90.00 ,$550.00 ,,1,$0.00 ,,$25.00 ,1,1125,t,12,42,72,268
2251,$90.00 ,$550.00 ,"$1,500.00 ",0,$0.00 ,$100.00 ,$20.00 ,2,1125,t,25,50,80,354
2252,$25.00 ,,,0,$0.00 ,,$10.00 ,1,1125,t,4,19,41,312
2253,$175.00 ,"$1,050.00 ",,1,$0.00 ,,,1,1125,t,28,58,88,209
2254,$150.00 ,$900.00 ,,1,$0.00 ,,,7,30,t,0,0,0,16
2255,$85.00 ,$700.00 ,,2,$10.00 ,$150.00 ,$50.00 ,1,1125,t,28,58,87,87
2256,$49.00 ,,,2,$10.00 ,,$10.00 ,1,1125,t,9,21,21,21
2257,$110.00 ,$650.00 ,"$2,400.00 ",4,$10.00 ,,$60.00 ,2,1125,t,22,52,82,312
2258,$59.00 ,$500.00 ,"$1,400.00 ",2,$30.00 ,$250.00 ,$25.00 ,1,1125,t,3,3,3,45
2259,$65.00 ,$320.00 ,"$1,250.00 ",1,$10.00 ,$150.00 ,$25.00 ,1,1125,t,30,60,90,362
2260,$70.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
2261,$65.00 ,$425.00 ,"$1,550.00 ",1,$0.00 ,$250.00 ,$40.00 ,2,1125,t,22,52,82,354
2262,$85.00 ,$600.00 ,"$2,400.00 ",1,$0.00 ,$250.00 ,$85.00 ,4,1125,t,30,60,90,179
2263,$90.00 ,$550.00 ,"$2,000.00 ",2,$20.00 ,,,1,30,t,17,17,45,320
2264,$70.00 ,,,1,$0.00 ,,,1,1125,t,0,0,28,301
2265,$175.00 ,"$1,000.00 ","$3,000.00 ",3,$0.00 ,"$1,500.00 ",$150.00 ,7,150,t,0,26,56,331
2266,$199.00 ,,,4,$20.00 ,$250.00 ,$106.00 ,2,180,t,9,26,46,111
2267,$109.00 ,,,4,$25.00 ,,$60.00 ,1,1125,t,13,43,69,344
2268,$70.00 ,$400.00 ,"$1,450.00 ",2,$10.00 ,,,2,1125,t,21,48,78,353
2269,$58.00 ,$370.00 ,"$1,200.00 ",1,$25.00 ,,$20.00 ,3,180,t,30,60,90,365
2270,$35.00 ,,,1,$15.00 ,$95.00 ,$15.00 ,1,4,t,5,30,59,59
2271,$300.00 ,"$1,950.00 ",,8,$25.00 ,$250.00 ,,3,31,t,23,53,83,340
2272,$95.00 ,$650.00 ,"$1,575.00 ",1,$0.00 ,$250.00 ,$60.00 ,3,1125,t,0,0,1,248
2273,$50.00 ,,,1,$0.00 ,,,1,3,t,30,60,89,89
2274,$49.00 ,,,1,$25.00 ,,,2,15,t,30,60,89,89
2275,$55.00 ,$300.00 ,,1,$20.00 ,$100.00 ,$15.00 ,1,1125,t,30,60,90,365
2276,$49.00 ,,,1,$7.00 ,,,1,1125,t,20,50,80,355
2277,$40.00 ,,,1,$5.00 ,,$10.00 ,1,1125,t,0,0,28,303
2278,$95.00 ,$650.00 ,"$2,600.00 ",2,$25.00 ,$300.00 ,$75.00 ,3,1125,t,25,55,85,360
2279,$70.00 ,$400.00 ,,1,$0.00 ,,$25.00 ,1,30,t,17,47,77,352
2280,$74.00 ,,,1,$0.00 ,$150.00 ,$50.00 ,1,60,t,30,60,89,89
2281,$90.00 ,$500.00 ,"$1,280.00 ",1,$0.00 ,,,1,1125,t,29,59,89,364
2282,$150.00 ,,,1,$50.00 ,$250.00 ,$120.00 ,1,7,t,0,0,0,0
2283,$175.00 ,"$1,000.00 ",,1,$0.00 ,,,3,14,t,0,0,0,247
2284,$42.00 ,$250.00 ,,1,$35.00 ,,,1,20,t,0,0,0,275
2285,$59.00 ,$400.00 ,,1,$25.00 ,$150.00 ,$12.00 ,1,1125,t,30,60,90,195
2286,$125.00 ,$827.00 ,,2,$50.00 ,$750.00 ,$35.00 ,1,1125,t,30,60,90,365
2287,$85.00 ,$500.00 ,"$1,600.00 ",1,$15.00 ,$100.00 ,$50.00 ,2,14,t,20,50,80,355
2288,$80.00 ,,,1,$0.00 ,,,1,1125,t,29,59,89,364
2289,$125.00 ,$457.00 ,,2,$20.00 ,,$20.00 ,2,1125,t,0,0,0,142
2290,$90.00 ,$550.00 ,"$2,000.00 ",2,$15.00 ,,$60.00 ,3,45,t,28,28,28,275
2291,$125.00 ,"$1,200.00 ","$4,000.00 ",1,$0.00 ,$500.00 ,$100.00 ,2,1125,t,23,48,78,180
2292,$70.00 ,$490.00 ,"$1,800.00 ",2,$10.00 ,,$50.00 ,2,1125,t,2,28,58,128
2293,$95.00 ,$595.00 ,"$2,100.00 ",2,$10.00 ,,$75.00 ,2,1125,t,19,40,63,329
2294,$99.00 ,$600.00 ,"$1,800.00 ",1,$0.00 ,$300.00 ,$30.00 ,2,7,t,0,3,31,306
2295,$155.00 ,"$1,050.00 ",,2,$50.00 ,$500.00 ,$125.00 ,2,1125,t,0,3,33,308
2296,$80.00 ,,,2,$0.00 ,$200.00 ,$61.00 ,2,15,t,11,11,11,11
2297,$140.00 ,$800.00 ,,2,$0.00 ,,$80.00 ,2,1125,t,0,0,4,279
2298,$50.00 ,$325.00 ,"$1,200.00 ",1,$0.00 ,,$50.00 ,1,1125,t,15,45,75,350
2299,$139.00 ,$875.00 ,,2,$17.00 ,$100.00 ,$60.00 ,2,1125,t,0,0,0,0
2300,$126.00 ,$800.00 ,"$2,500.00 ",2,$15.00 ,"$1,000.00 ",$100.00 ,3,1125,t,17,47,77,166
2301,$105.00 ,$700.00 ,"$2,100.00 ",2,$20.00 ,$400.00 ,$40.00 ,2,30,t,0,0,2,273
2302,$150.00 ,$700.00 ,,1,$40.00 ,$250.00 ,$80.00 ,1,1125,t,29,59,89,364
2303,$80.00 ,$525.00 ,"$1,850.00 ",1,$10.00 ,$100.00 ,$35.00 ,2,1125,t,3,33,63,335
2304,$92.00 ,$585.00 ,"$1,995.00 ",2,$0.00 ,$400.00 ,$50.00 ,2,365,t,27,57,87,362
2305,$69.00 ,,,1,$0.00 ,,,2,7,t,30,60,89,89
2306,$75.00 ,$450.00 ,,1,$15.00 ,$250.00 ,$35.00 ,2,90,t,29,59,88,88
2307,$105.00 ,$600.00 ,,2,$30.00 ,,,2,365,t,27,27,27,240
2308,$150.00 ,"$1,050.00 ","$3,050.00 ",2,$50.00 ,$500.00 ,$125.00 ,3,30,t,28,28,28,150
2309,$150.00 ,$900.00 ,"$3,000.00 ",1,$0.00 ,,$50.00 ,2,1125,t,21,51,81,356
2310,$54.00 ,,,1,$0.00 ,,,1,1125,t,7,37,67,342
2311,$52.00 ,$275.00 ,,1,$25.00 ,,,1,1125,t,19,37,37,231
2312,$150.00 ,"$1,750.00 ","$3,500.00 ",1,$0.00 ,"$1,000.00 ",$250.00 ,4,1125,t,0,0,0,45
